ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-1212,2023,FASE 5,5,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2023,Pública,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,False,0.0,3.5,9.0,4.0,4,-1,-1,Moderada,6.755358333,6.755358333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1213,2023,FASE 5,5,Fase 7 (3° EM),7,17.0,True,2006,Feminino,2023,Pública,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,False,6.7,4.8,6.5,4.0,4,-2,-2,Moderada,5.95625,5.95625,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1214,2023,FASE 6,6,Fase 6 (2° EM),6,16.0,False,2007,Masculino,2023,Pública,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,False,8.0,5.0,9.3,4.0,4,0,0,Em fase,8.378666667,8.378666667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1214,2024,7A,7,Fase 7 (3° EM),7,17.0,False,2007,Masculino,2023,Pública,10.0,8.0,9.081527348,10.002,8.13,8.28125,7.663333333,False,8.0,6.0,10.0,3.0,3,0,0,Em fase,8.5902971362,8.5902971362,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1215,2023,FASE 6,6,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2023,Pública,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,False,5.0,2.7,4.7,4.0,4,0,0,Em fase,6.339466667,6.339466667,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1216,2023,FASE 6,6,Fase 8 (Universitários),8,19.0,False,2004,Feminino,2023,Concluiu o 3º EM,5.0,7.9,9.0,9.6,5.63,7.5,7.795,False,8.7,5.3,9.7,4.0,4,-2,-2,Moderada,7.7105,7.7105,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1216,2024,8F,8,Fase 8 (Universitários),8,20.0,False,2004,Feminino,2023,Privada *Parcerias com Bolsa 100%,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1217,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2023,Pública,5.0,5.9,7.9,0.0,5.63,7.65625,7.38,False,7.0,4.0,6.7,4.0,4,-1,-1,Moderada,6.064625,6.064625,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1218,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,False,2006,Masculino,2023,Pública,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,False,6.7,3.5,5.7,4.0,4,-1,-1,Moderada,6.8265,6.8265,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1219,2023,FASE 6,6,Fase 6 (2° EM),6,16.0,True,2007,Feminino,2023,Pública,10.0,6.3,6.5,8.8,5.63,7.34375,7.38,False,7.2,5.5,6.3,4.0,4,0,0,Em fase,7.215141667,7.215141667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-122,2022,4,4,Fase 4 (9º ano),4,14.0,False,2008,Feminino,2019,Escola Pública,10.0,1.8,3.4,7.9,7.5,,4.958,True,1.7,3.7,0.0,4.0,4,0,0,Em fase,5.061,5.061,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1220,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,False,2005,Feminino,2023,Pública,5.0,6.8,9.0,0.0,5.0,7.8125,7.63,False,8.8,5.3,6.3,4.0,4,-1,-1,Moderada,6.46725,6.46725,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1220,2024,6L,6,Fase 7 (3° EM),7,18.0,False,2005,Feminino,2023,Concluiu o 3º EM,5.0,7.666666666666667,8.555555555666666,7.083,6.885,7.5,6.26,False,9.0,7.0,7.0,5.0,5,-1,-1,Moderada,7.143244444466667,7.143244444466667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1221,2023,FASE 7,7,Fase 8 (Universitários),8,22.0,False,2001,Feminino,2023,Concluiu o 3º EM,5.0,8.7,9.1,9.2,6.26,8.0,8.09,False,8.2,8.0,10.0,4.0,4,-1,-1,Moderada,8.027466667,8.027466667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1221,2024,8F,8,Fase 8 (Universitários),8,23.0,False,2001,Feminino,2023,Concluiu o 3º EM,10.0,8.0,0.0,,,,,False,7.0,7.0,10.0,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1222,2023,FASE 7,7,Fase 8 (Universitários),8,19.0,True,2003,Feminino,2023,Nenhuma das opções acima,5.0,6.8,10.0,7.1,5.63,6.875,6.005,False,5.0,6.5,9.0,4.0,4,-1,-1,Moderada,7.026466667,7.026466667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1223,2023,FASE 7,7,Fase 7 (3° EM),7,17.0,True,2006,Masculino,2023,Pública,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,False,9.5,8.3,9.3,4.0,4,0,0,Em fase,8.187766667,8.187766667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1224,2023,FASE 7,7,Fase 8 (Universitários),8,20.0,True,2003,Masculino,2023,Concluiu o 3º EM,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,False,8.2,6.3,9.5,4.0,4,-1,-1,Moderada,7.5524,7.5524,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1224,2024,8F,8,Fase 8 (Universitários),8,21.0,False,2003,Masculino,2023,Concluiu o 3º EM,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1225,2023,FASE 7,7,Fase 8 (Universitários),8,18.0,False,2005,Feminino,2023,Concluiu o 3º EM,5.0,,,7.5,2.52,,,False,,,,,0,-1,-1,Moderada,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1225,2024,8F,8,Fase 8 (Universitários),8,19.0,False,2005,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
RA-1226,2023,FASE 7,7,Fase 6 (2° EM),6,16.0,True,2007,Feminino,2023,Privada *Parcerias com Bolsa 100%,10.0,,,9.2,7.52,,,False,,,,,0,1,1,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1226,2024,7E,7,Fase 7 (3° EM),7,17.0,False,2007,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,6.066666666666666,9.0,8.334,6.885,7.5,7.5,False,6.0,6.2,6.0,0.0,0,0,0,Em fase,7.785233333333334,7.785233333333334,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1227,2023,FASE 7,7,Fase 6 (2° EM),6,16.0,False,2006,Feminino,2023,Privada - Programa de Apadrinhamento,10.0,,,9.2,2.52,,,False,,,,,0,1,1,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1227,2024,7E,7,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,0.0,0.0,8.751,7.195,7.5,7.5,False,0.0,0.0,0.0,0.0,0,0,0,Em fase,4.8446,4.8446,nao_ausente,Quartzo,Quartzo,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1228,2023,FASE 7,7,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2023,Privada - Programa de Apadrinhamento,10.0,,,7.5,2.52,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1228,2024,7E,7,Fase 7 (3° EM),7,18.0,False,2006,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,0.0,0.0,8.751,7.51,7.5,7.5,False,0.0,0.0,0.0,0.0,0,0,0,Em fase,4.8761,4.8761,nao_ausente,Quartzo,Quartzo,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1229,2023,FASE 7,7,Fase 6 (2° EM),6,16.0,True,2006,Feminino,2023,Privada - Programa de Apadrinhamento,10.0,,,8.3,7.52,,,False,,,,,0,1,1,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1229,2024,7E,7,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,0.0,0.0,9.168,6.57,7.5,7.5,False,0.0,0.0,0.0,0.0,0,0,0,Em fase,4.8238,4.8238,nao_ausente,Quartzo,Quartzo,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-123,2022,4,4,Fase 6 (2º EM),6,16.0,False,2006,Masculino,2017,Rede Decisão,5.0,6.5,8.6,7.9,5.6,,7.292,True,7.3,6.3,5.9,4.0,4,-2,-2,Moderada,7.084,7.084,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-123,2023,FASE 5,5,Fase 7 (3° EM),7,17.0,False,2006,Masculino,2017,Privada - Programa de Apadrinhamento,5.0,5.7,9.4,0.0,5.0,6.875,6.8375,False,5.0,5.3,6.7,4.0,4,-2,-2,Moderada,6.068333333,6.068333333,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-123,2024,6A,6,Fase 7 (3° EM),7,18.0,False,2006,Masculino,2021,Privada - Programa de Apadrinhamento,5.0,7.166666666666667,8.412698412666666,7.5,5.635,6.71875,6.43,False,6.5,5.5,9.5,5.0,5,-1,-1,Moderada,6.887248015866668,6.887248015866668,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1230,2023,FASE 7,7,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,,,0.0,2.52,,,False,,,,,0,1,1,Em fase,,,celula_vazia,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1230,2024,7E,7,Fase 7 (3° EM),7,17.0,False,2007,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,0.0,0.0,7.917,7.195,7.5,7.5,False,0.0,0.0,0.0,0.0,0,0,0,Em fase,4.7612000000000005,4.7612000000000005,nao_ausente,Quartzo,Quartzo,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1231,2023,FASE 8,8,Fase 8 (Universitários),8,22.0,False,2001,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1231,2024,9,9,Fase 8 (Universitários),8,23.0,False,2001,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1232,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,False,2002,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1232,2024,9,9,Fase 8 (Universitários),8,22.0,False,2002,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1233,2023,FASE 8,8,Fase 8 (Universitários),8,22.0,False,2001,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1233,2024,9,9,Fase 8 (Universitários),8,23.0,False,2001,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1234,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,True,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1234,2024,8A,8,Fase 8 (Universitários),8,21.0,False,2002,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1235,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,False,2002,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1235,2024,9,9,Fase 8 (Universitários),8,22.0,False,2002,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1236,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,False,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1236,2024,8A,8,Fase 8 (Universitários),8,22.0,False,2002,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1237,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,True,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1237,2024,9,9,Fase 8 (Universitários),8,22.0,False,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1238,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,False,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1238,2024,9,9,Fase 8 (Universitários),8,22.0,False,2002,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,1,1,Em fase,INCLUIR,,marcador_textual,INCLUIR,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1239,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,True,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1239,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Feminino,2021,Privada - Pagamento por *Empresa Parceira,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-124,2022,4,4,Fase 4 (9º ano),4,14.0,False,2008,Masculino,2016,Rede Decisão,10.0,6.7,7.8,7.9,5.0,,7.167,True,5.7,7.0,7.5,4.0,4,0,0,Em fase,7.388,7.388,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1240,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,False,2003,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1240,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1241,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,True,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1241,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1242,2023,FASE 8,8,Fase 8 (Universitários),8,19.0,False,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1242,2024,8B,8,Fase 8 (Universitários),8,20.0,False,2003,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1243,2023,FASE 8,8,Fase 8 (Universitários),8,19.0,True,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1244,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,False,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1244,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1245,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,True,2003,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1245,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1246,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,False,2003,Feminino,2021,Privada - Pagamento por *Empresa Parceira,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1246,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1247,2023,FASE 8,8,Fase 8 (Universitários),8,21.0,False,2002,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1248,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,False,2003,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1248,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1249,2023,FASE 8,8,Fase 8 (Universitários),8,26.0,True,1996,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1249,2024,8B,8,Fase 8 (Universitários),8,27.0,False,1996,Masculino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-125,2022,4,4,Fase 5 (1º EM),5,15.0,False,2007,Feminino,2022,Escola Pública,5.0,7.1,8.5,8.8,7.5,,7.75,True,5.0,7.2,9.2,4.0,4,-1,-1,Moderada,7.619,7.619,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-125,2023,FASE 5,5,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2022,Privada,5.0,5.8,7.7,9.2,5.0,8.125,7.835,False,3.3,5.8,8.2,4.0,4,-1,-1,Moderada,6.989633333,6.989633333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-125,2024,6A,6,Fase 7 (3° EM),7,17.0,False,2007,Feminino,2022,Privada,5.0,6.166666666666667,5.6428571430000005,8.334,7.51,7.34375,7.232,False,3.0,7.0,8.5,5.0,5,-1,-1,Moderada,6.627079761933334,6.627079761933334,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1250,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,True,2003,Masculino,2021,Privada - Pagamento por *Empresa Parceira,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1250,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Masculino,2021,Privada - Pagamento por *Empresa Parceira,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-1251,2023,FASE 8,8,Fase 8 (Universitários),8,20.0,False,2003,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1251,2024,8B,8,Fase 8 (Universitários),8,21.0,False,2003,Feminino,2021,Privada,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
